,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,start_token,end_token
455,gpt-3.5-turbo,New Living Translation Bible,672,20,"animals, each able to produce offspring of the same kind. And God saw that it was good.","['animals', ',', 'each', 'able', 'to']","['fulfill', 'its', 'purpose', 'and', 'bring', 'glory', 'to', 'its', 'Creator', '.']","['produce', 'offspring', 'of', 'the', 'same', 'kind', '.', 'And', 'God', 'saw']",1.0,671,685
818,gpt-3.5-turbo,King James Bible,672,29,"after his kind: and God saw that it was good.
26And God said, Let us make man in our image, after our likeness:","['after', 'his', 'kind', ':', 'and', 'God', 'saw', 'that', 'it', 'was', 'good']","['""', 'And', 'God', 'said', ',', 'Let', 'the', 'earth', 'bring', 'forth', 'grass', ',', 'the', 'herb', 'yielding', 'seed', ',', 'and']","['.', '\n', '26And', 'God', 'said', ',', 'Let', 'us', 'make', 'man', 'in', 'our', 'image', ',', 'after', 'our', 'likeness', ':']",0.8333333333333334,671,699
709,gpt-3.5-turbo,Amplified Bible,673,22,"and let birds soar above the earth in the open expanse of the heavens.” 
21God created the great sea","['and', 'let', 'birds', 'soar', 'above', 'the']","['earth', 'and', 'fill', 'the', 'sky', 'with', 'their', 'beauty', 'and', 'grace', '.']","['earth', 'in', 'the', 'open', 'expanse', 'of', 'the', 'heavens', '.', '”', '\n']",0.9090909090909092,672,688
231,gpt-3.5-turbo,English Standard Bible,673,23,"And it was so. 
25 And God made the beasts of the earth according to their kinds and the livestock according","['And', 'it', 'was', 'so', '.', '\n', '25', 'And', 'God', 'made', 'the']","['beasts', 'of', 'the', 'earth', 'according', 'to', 'their', 'kinds', 'and', 'the', 'livestock', 'according']","['beasts', 'of', 'the', 'earth', 'according', 'to', 'their', 'kinds', 'and', 'the', 'livestock', 'according']",0.0,672,694
614,gpt-3.5-turbo,Amplified Bible,675,24,"birds soar above the earth in the open expanse of the heavens.” 
21God created the great sea monsters and every living","['birds', 'soar', 'above', 'the', 'earth', 'in', 'the', 'open', 'expanse', 'of']","['the', 'heavens', ',', 'displaying', 'the', 'beauty', 'of', 'freedom', 'and', 'grace', '.']","['the', 'heavens', '.', '”', '\n', '21God', 'created', 'the', 'great', 'sea', 'monsters']",0.8181818181818182,674,694
18,gpt-3.5-turbo,Christian Standard Bible ,676,21,"that crawl on the ground according to their kinds. And God saw that it was good.
26 Then","['that', 'crawl', 'on', 'the', 'ground', 'according', 'to', 'their', 'kinds']","[',', 'and', 'every', 'creature', 'that', 'moves', 'along', 'the', 'ground', 'according', 'to', 'its']","['.', 'And', 'God', 'saw', 'that', 'it', 'was', 'good', '.', '\n', '26', 'Then']",0.9166666666666666,675,695
561,gpt-3.5-turbo,New Living Translation Bible,676,23,"to produce offspring of the same kind. And God saw that it was good.
26 Then God said, “","['to', 'produce', 'offspring', 'of', 'the', 'same', 'kind', '.', 'And', 'God', 'saw']","['that', 'it', 'was', 'good', '.']","['that', 'it', 'was', 'good', '.']",0.0,675,690
437,gpt-3.5-turbo,New Living Translation Bible,677,30,"produce offspring of the same kind. And God saw that it was good.
26 Then God said, “Let us make human beings in our image","['produce', 'offspring', 'of', 'the', 'same', 'kind', '.']","['""', 'God', 'blessed', 'them', 'and', 'said', ',', ""'"", 'Be', 'fruitful', 'and', 'multiply', '.', 'Fill', 'the', 'earth', 'and', 'govern', 'it', '.', 'Reign', 'over', 'the']","['And', 'God', 'saw', 'that', 'it', 'was', 'good', '.', '\n', '26', 'Then', 'God', 'said', ',', '“', 'Let', 'us', 'make', 'human', 'beings', 'in', 'our', 'image']",0.9565217391304348,676,705
329,gpt-3.5-turbo,English Standard Bible,678,24,"
25 And God made the beasts of the earth according to their kinds and the livestock according to their kinds, and everything","['\n', '25', 'And', 'God', 'made', 'the', 'beasts', 'of', 'the']","['field', 'according', 'to', 'their', 'kinds', 'and', 'the', 'livestock', 'according', 'to', 'their', 'kinds', ',', 'and', 'everything']","['earth', 'according', 'to', 'their', 'kinds', 'and', 'the', 'livestock', 'according', 'to', 'their', 'kinds', ',', 'and', 'everything']",0.0666666666666666,677,700
247,gpt-3.5-turbo,English Standard Bible,678,40,"
25 And God made the beasts of the earth according to their kinds and the livestock according to their kinds, and everything that creeps on the ground according to its kind. And God saw that it was","['\n', '25', 'And', 'God', 'made', 'the', 'beasts', 'of', 'the', 'earth', 'according', 'to', 'their', 'kinds', 'and']","['every', 'creature', 'that', 'moves', 'along', 'the', 'ground', 'according', 'to', 'its', 'kind', '.']","['the', 'livestock', 'according', 'to', 'their', 'kinds', ',', 'and', 'everything', 'that', 'creeps', 'on']",1.0,677,703
652,gpt-3.5-turbo,Amplified Bible,679,20,"earth in the open expanse of the heavens.” 
21God created the great sea monsters and every living","['earth', 'in', 'the', 'open', 'expanse', 'of', 'the', 'heavens', '.']","['""', 'And', 'God', 'said', ',', ""'"", 'Let', 'there', 'be', 'lights', 'in']","['”', '\n', '21God', 'created', 'the', 'great', 'sea', 'monsters', 'and', 'every', 'living']",1.0,678,697
647,gpt-3.5-turbo,Amplified Bible,683,26,"expanse of the heavens.” 
21God created the great sea monsters and every living creature that moves, with which the waters swarmed according","['expanse', 'of', 'the', 'heavens', '.', '”', '\n', '21God']","['""', 'created', 'the', 'great', 'sea', 'monsters', 'and', 'every', 'living', 'creature', 'that', 'moves', ',', 'with', 'which', 'the', 'waters', 'swarmed']","['created', 'the', 'great', 'sea', 'monsters', 'and', 'every', 'living', 'creature', 'that', 'moves', ',', 'with', 'which', 'the', 'waters', 'swarmed', 'according']",0.1111111111111111,682,707
11,gpt-3.5-turbo,Christian Standard Bible ,684,25,"kinds. And God saw that it was good.
26 Then God said, “Let us make man in our image,","['kinds', '.', 'And', 'God', 'saw', 'that', 'it', 'was', 'good', '.', '\n']","['""', 'And', 'God', 'saw', 'everything', 'that', 'he', 'had', 'made', ',', 'and', 'behold', ',', 'it']","['26', 'Then', 'God', 'said', ',', '“', 'Let', 'us', 'make', 'man', 'in', 'our', 'image', ',']",0.9285714285714286,683,707
295,gpt-3.5-turbo,English Standard Bible,685,24,"of the earth according to their kinds and the livestock according to their kinds, and everything that creeps on the ground according to","['of', 'the', 'earth', 'according', 'to', 'their', 'kinds', 'and']","['of', 'the', 'heavens', 'according', 'to', 'their', 'kinds', ',', 'and', 'it', 'was', 'so', '.']","['the', 'livestock', 'according', 'to', 'their', 'kinds', ',', 'and', 'everything', 'that', 'creeps', 'on', 'the']",0.5384615384615384,684,704
935,gpt-3.5-turbo,King James Bible,687,32,"said, Let us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the fowl of the","['said', ',', 'Let', 'us', 'make', 'man', 'in', 'our', 'image', ',']","['and', 'after', 'our', 'likeness', '.']","['after', 'our', 'likeness', ':', 'and']",0.6,686,700
337,gpt-3.5-turbo,English Standard Bible,687,25,"earth according to their kinds and the livestock according to their kinds, and everything that creeps on the ground according to its kind.","['earth', 'according', 'to', 'their', 'kinds', 'and', 'the', 'livestock', 'according', 'to', 'their', 'kinds']","['""', 'And', 'God', 'said', ',', ""'"", 'Let', 'the', 'earth', 'bring', 'forth', 'living', 'creatures']","[',', 'and', 'everything', 'that', 'creeps', 'on', 'the', 'ground', 'according', 'to', 'its', 'kind', '.']",1.0,686,710
933,gpt-3.5-turbo,King James Bible,689,21,"Let us make man in our image, after our likeness: and let them have dominion over the fish of","['Let', 'us', 'make', 'man', 'in', 'our', 'image', ',', 'after', 'our']","['likeness', '.']","['likeness', ':']",0.5,688,699
328,gpt-3.5-turbo,English Standard Bible,689,32,"to their kinds and the livestock according to their kinds, and everything that creeps on the ground according to its kind. And God saw that it was good.
","['to', 'their', 'kinds', 'and', 'the', 'livestock', 'according', 'to', 'their']","['kinds', ',', 'and', 'everything', 'that', 'creeps', 'on', 'the', 'ground', 'according', 'to', 'its', 'kind', '.']","['kinds', ',', 'and', 'everything', 'that', 'creeps', 'on', 'the', 'ground', 'according', 'to', 'its', 'kind', '.']",0.0,688,710
165,gpt-3.5-turbo,Christian Standard Bible ,689,33,"that it was good.
26 Then God said, “Let us make man in our image, according to our likeness. They will rule the fish of the sea","['that', 'it', 'was', 'good', '.', '\n', '26', 'Then', 'God', 'said', ',', '“', 'Let']","['us', 'make', 'man', 'in', 'our', 'image', ',', 'according', 'to', 'our', 'likeness', '.', 'They', 'will', 'rule', 'the', 'fish', 'of', 'the', 'sea']","['us', 'make', 'man', 'in', 'our', 'image', ',', 'according', 'to', 'our', 'likeness', '.', 'They', 'will', 'rule', 'the', 'fish', 'of', 'the', 'sea']",0.0,688,720
563,gpt-3.5-turbo,New Living Translation Bible,692,32,"
26 Then God said, “Let us make human beings in our image, to be like us. They will reign over the fish in the sea, the","['\n', '26', 'Then', 'God', 'said', ',', '“', 'Let', 'us']","['make', 'human', 'beings', 'in', 'our', 'image', ',', 'to', 'be', 'like', 'us', '.', 'They', 'will', 'reign', 'over', 'the', 'fish', 'in', 'the', 'sea', ',', 'the']","['make', 'human', 'beings', 'in', 'our', 'image', ',', 'to', 'be', 'like', 'us', '.', 'They', 'will', 'reign', 'over', 'the', 'fish', 'in', 'the', 'sea', ',', 'the']",0.0,691,722
630,gpt-3.5-turbo,Amplified Bible,693,30,"great sea monsters and every living creature that moves, with which the waters swarmed according to their kind, and every winged bird according to its kind; and","['great', 'sea', 'monsters', 'and', 'every', 'living', 'creature', 'that', 'moves', ',', 'with', 'which', 'the', 'waters']","['swarmed', 'according', 'to', 'their', 'kind', ',', 'and', 'every', 'winged', 'bird', 'according', 'to', 'its', 'kind', ';', 'and']","['swarmed', 'according', 'to', 'their', 'kind', ',', 'and', 'every', 'winged', 'bird', 'according', 'to', 'its', 'kind', ';', 'and']",0.0,692,721
632,gpt-3.5-turbo,Amplified Bible,696,33,"and every living creature that moves, with which the waters swarmed according to their kind, and every winged bird according to its kind; and God saw that it was good","['and', 'every', 'living', 'creature', 'that', 'moves', ',', 'with']","['which', 'the', 'waters', 'swarmed', ',', 'according', 'to', 'their', 'kind', ',', 'and', 'every', 'winged', 'bird', 'according', 'to', 'its', 'kind', ';', 'and', 'God', 'saw', 'that', 'it', 'was']","['which', 'the', 'waters', 'swarmed', 'according', 'to', 'their', 'kind', ',', 'and', 'every', 'winged', 'bird', 'according', 'to', 'its', 'kind', ';', 'and', 'God', 'saw', 'that', 'it', 'was', 'good']",0.08,695,727
459,gpt-3.5-turbo,New Living Translation Bible,697,36,", “Let us make human beings in our image, to be like us. They will reign over the fish in the sea, the birds in the sky, the livestock, all","[',', '“', 'Let', 'us', 'make', 'human', 'beings', 'in']","['our', 'image', ',', 'to', 'be', 'like', 'us', '.', 'They', 'will', 'reign', 'over', 'the', 'fish', 'in', 'the', 'sea', ',', 'the', 'birds', 'in', 'the', 'sky', ',', 'the', 'livestock', ',', 'all']","['our', 'image', ',', 'to', 'be', 'like', 'us', '.', 'They', 'will', 'reign', 'over', 'the', 'fish', 'in', 'the', 'sea', ',', 'the', 'birds', 'in', 'the', 'sky', ',', 'the', 'livestock', ',', 'all']",0.0,696,731
485,gpt-3.5-turbo,New Living Translation Bible,698,31,"“Let us make human beings in our image, to be like us. They will reign over the fish in the sea, the birds in the sky,","['“', 'Let', 'us', 'make', 'human', 'beings', 'in', 'our']","['""', 'Let', 'us', 'make', 'human', 'beings', 'in', 'our', 'image', ',', 'to', 'be', 'like', 'us', '.', '""']","['image', ',', 'to', 'be', 'like', 'us', '.', 'They', 'will', 'reign', 'over', 'the', 'fish', 'in', 'the', 'sea']",1.0,697,720
896,gpt-3.5-turbo,King James Bible,699,37,"likeness: and let them have dominion over the fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping","['likeness', ':', 'and', 'let', 'them', 'have', 'dominion', 'over', 'the', 'fish', 'of', 'the', 'sea', ',', 'and']","['over', 'the', 'fowl', 'of', 'the', 'air', ',', 'and', 'over', 'the', 'cattle', ',', 'and', 'over', 'all', 'the', 'earth', ',', 'and', 'over', 'every', 'creeping']","['over', 'the', 'fowl', 'of', 'the', 'air', ',', 'and', 'over', 'the', 'cattle', ',', 'and', 'over', 'all', 'the', 'earth', ',', 'and', 'over', 'every', 'creeping']",0.0,698,734
954,gpt-3.5-turbo,King James Bible,699,25,"likeness: and let them have dominion over the fish of the sea, and over the fowl of the air, and over the","['likeness', ':', 'and', 'let', 'them']","['have', 'dominion', 'over', 'the', 'fish', 'of', 'the', 'sea', ',', 'and', 'over', 'the', 'fowl', 'of', 'the', 'air', ',', 'and', 'over', 'the']","['have', 'dominion', 'over', 'the', 'fish', 'of', 'the', 'sea', ',', 'and', 'over', 'the', 'fowl', 'of', 'the', 'air', ',', 'and', 'over', 'the']",0.0,698,722
191,gpt-3.5-turbo,Christian Standard Bible ,700,33,"“Let us make man in our image, according to our likeness. They will rule the fish of the sea, the birds of the sky, the livestock, the","['“', 'Let', 'us', 'make', 'man', 'in', 'our', 'image', ',', 'according', 'to', 'our', 'likeness', '.', 'They']","['will', 'rule', 'the', 'fish', 'of', 'the', 'sea', ',', 'the', 'birds', 'of', 'the', 'sky', ',', 'the', 'livestock', ',', 'the']","['will', 'rule', 'the', 'fish', 'of', 'the', 'sea', ',', 'the', 'birds', 'of', 'the', 'sky', ',', 'the', 'livestock', ',', 'the']",0.0,699,731
147,gpt-3.5-turbo,Christian Standard Bible ,703,40,"make man in our image, according to our likeness. They will rule the fish of the sea, the birds of the sky, the livestock, the whole earth, and the creatures that crawl on the","['make', 'man', 'in', 'our', 'image', ',', 'according', 'to', 'our', 'likeness', '.', 'They', 'will']","['have', 'dominion', 'over', 'the', 'fish', 'of', 'the', 'sea', ',', 'the', 'birds', 'of', 'the', 'sky', ',', 'the', 'livestock', ',', 'the', 'whole', 'earth', ',', 'and', 'the', 'creatures', 'that', 'crawl']","['rule', 'the', 'fish', 'of', 'the', 'sea', ',', 'the', 'birds', 'of', 'the', 'sky', ',', 'the', 'livestock', ',', 'the', 'whole', 'earth', ',', 'and', 'the', 'creatures', 'that', 'crawl', 'on', 'the']",0.1851851851851851,702,741
554,gpt-3.5-turbo,New Living Translation Bible,704,20,"in our image, to be like us. They will reign over the fish in the sea, the","['in', 'our', 'image', ',', 'to', 'be', 'like', 'us', '.']","['""', 'Then', 'God', 'said', ',', ""'"", 'Let', 'us', 'make', 'human', 'beings']","['They', 'will', 'reign', 'over', 'the', 'fish', 'in', 'the', 'sea', ',', 'the']",1.0,703,722
763,gpt-3.5-turbo,Amplified Bible,706,32,"waters swarmed according to their kind, and every winged bird according to its kind; and God saw that it was good and He affirmed and sustained it. 
22And","['waters', 'swarmed', 'according', 'to', 'their', 'kind', ',', 'and', 'every', 'winged', 'bird', 'according', 'to', 'its']","['kind', '.']","['kind', ';']",0.5,705,720
860,gpt-3.5-turbo,King James Bible,708,29,"fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing","['fish', 'of', 'the', 'sea', ',', 'and', 'over', 'the', 'fowl', 'of', 'the', 'air', ',', 'and']","['over', 'every', 'living', 'thing', 'that', 'moveth', 'upon', 'the', 'earth', '.']","['over', 'the', 'cattle', ',', 'and', 'over', 'all', 'the', 'earth', ',']",0.7,707,730
125,gpt-3.5-turbo,Christian Standard Bible ,709,30,"according to our likeness. They will rule the fish of the sea, the birds of the sky, the livestock, the whole earth, and the creatures","['according', 'to', 'our', 'likeness', '.', 'They', 'will', 'rule', 'the', 'fish', 'of', 'the', 'sea']","['and', 'the', 'birds', 'of', 'the', 'sky', ',', 'the', 'livestock', ',', 'the', 'whole', 'earth', ',', 'and', 'the', 'creatures']","[',', 'the', 'birds', 'of', 'the', 'sky', ',', 'the', 'livestock', ',', 'the', 'whole', 'earth', ',', 'and', 'the', 'creatures']",0.0588235294117647,708,737
215,gpt-3.5-turbo,English Standard Bible,711,29,". And God saw that it was good.
26 Then God said, o“Let us make man8 in our image, pafter our likeness. And qlet","['.', 'And', 'God', 'saw', 'that', 'it', 'was', 'good', '.', '\n', '26']","['""', 'And', 'God', 'saw', 'everything', 'that', 'he', 'had', 'made', ',', 'and', 'behold', ',', 'it', 'was', 'very', 'good', '.']","['Then', 'God', 'said', ',', 'o“Let', 'us', 'make', 'man8', 'in', 'our', 'image', ',', 'pafter', 'our', 'likeness', '.', 'And', 'qlet']",0.9444444444444444,710,738
801,gpt-3.5-turbo,King James Bible,711,31,"sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing that creepeth upon the earth","['sea', ',', 'and', 'over', 'the', 'fowl', 'of', 'the', 'air', ',', 'and', 'over']","['every', 'living', 'thing', 'that', 'moveth', 'upon', 'the', 'earth', '.']","['the', 'cattle', ',', 'and', 'over', 'all', 'the', 'earth', ',']",0.7777777777777778,710,730
881,gpt-3.5-turbo,King James Bible,712,37,", and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing that creepeth upon the earth.
27So God created man in","[',', 'and', 'over', 'the', 'fowl', 'of', 'the', 'air', ',', 'and', 'over', 'the', 'cattle', ',']","['and', 'over', 'all', 'the', 'earth', ',', 'and', 'over', 'every', 'creeping', 'thing', 'that', 'creepeth', 'upon', 'the', 'earth', '.']","['and', 'over', 'all', 'the', 'earth', ',', 'and', 'over', 'every', 'creeping', 'thing', 'that', 'creepeth', 'upon', 'the', 'earth', '.']",0.0,711,741
625,gpt-3.5-turbo,Amplified Bible,712,36,", and every winged bird according to its kind; and God saw that it was good and He affirmed and sustained it. 
22And God blessed them, saying, “Be fruitful,","[',', 'and', 'every', 'winged', 'bird', 'according', 'to', 'its', 'kind', ';', 'and', 'God', 'saw', 'that', 'it', 'was', 'good']","['""', 'And', 'God', 'made', 'the', 'beasts', 'of', 'the', 'earth', 'according', 'to', 'their', 'kinds', ',', 'and', 'the', 'livestock', 'according', 'to']","['and', 'He', 'affirmed', 'and', 'sustained', 'it', '.', '\n', '22And', 'God', 'blessed', 'them', ',', 'saying', ',', '“', 'Be', 'fruitful', ',']",1.0,711,746
20,gpt-3.5-turbo,Christian Standard Bible ,714,27,"They will rule the fish of the sea, the birds of the sky, the livestock, the whole earth, and the creatures that crawl","['They', 'will', 'rule', 'the', 'fish', 'of', 'the', 'sea', ',', 'the']","['birds', 'of', 'the', 'sky', ',', 'the', 'livestock', ',', 'the', 'whole', 'earth', ',', 'and', 'the', 'creatures', 'that', 'crawl']","['birds', 'of', 'the', 'sky', ',', 'the', 'livestock', ',', 'the', 'whole', 'earth', ',', 'and', 'the', 'creatures', 'that', 'crawl']",0.0,713,739
195,gpt-3.5-turbo,Christian Standard Bible ,716,29,"rule the fish of the sea, the birds of the sky, the livestock, the whole earth, and the creatures that crawl on the earth.","['rule', 'the', 'fish', 'of', 'the', 'sea', ',']","['and', 'the', 'birds', 'of', 'the', 'sky', ',', 'and', 'every', 'creature', 'that', 'crawls', 'on', 'the', 'earth', '.']","['the', 'birds', 'of', 'the', 'sky', ',', 'the', 'livestock', ',', 'the', 'whole', 'earth', ',', 'and', 'the', 'creatures']",0.6875,715,737
349,gpt-3.5-turbo,English Standard Bible,717,35,"was good.
26 Then God said, o“Let us make man8 in our image, pafter our likeness. And qlet them have dominion over the fish of the sea and over the","['was', 'good', '.', '\n', '26', 'Then', 'God', 'said', ',', 'o“Let']","['there', 'be', 'light', ',', '”', 'and', 'there', 'was', 'light', '.']","['us', 'make', 'man8', 'in', 'our', 'image', ',', 'pafter', 'our', 'likeness']",1.0,716,735
25,gpt-3.5-turbo,Christian Standard Bible ,717,35,"the fish of the sea, the birds of the sky, the livestock, the whole earth, and the creatures that crawl on the earth.” 
27 So God created man","['the', 'fish', 'of', 'the', 'sea', ',', 'the', 'birds', 'of', 'the', 'sky', ',']","['and', 'every', 'creature', 'that', 'crawls', 'on', 'the', 'earth', ',', 'where', 'there', 'is', 'life', ',', 'I', 'have', 'given', 'every', 'green', 'plant', 'for', 'food', '.']","['the', 'livestock', ',', 'the', 'whole', 'earth', ',', 'and', 'the', 'creatures', 'that', 'crawl', 'on', 'the', 'earth', '.', '”', '\n', '27', 'So', 'God', 'created', 'man']",1.0,716,750
109,gpt-3.5-turbo,Christian Standard Bible ,720,31,"the sea, the birds of the sky, the livestock, the whole earth, and the creatures that crawl on the earth.” 
27 So God created","['the', 'sea', ',', 'the', 'birds', 'of', 'the', 'sky', ',', 'the']","['beasts', 'of', 'the', 'field', ',', 'and', 'all', 'creatures', 'that', 'crawl', 'on', 'the', 'earth', 'are', 'under', 'the', 'dominion', 'of', 'man', '.']","['livestock', ',', 'the', 'whole', 'earth', ',', 'and', 'the', 'creatures', 'that', 'crawl', 'on', 'the', 'earth', '.', '”', '\n', '27', 'So', 'God']",0.6,719,748
199,gpt-3.5-turbo,English Standard Bible,721,38,"26 Then God said, o“Let us make man8 in our image, pafter our likeness. And qlet them have dominion over the fish of the sea and over the birds of the heavens and over the","['26', 'Then', 'God', 'said', ',', 'o“Let', 'us', 'make', 'man8', 'in', 'our', 'image', ',', 'pafter', 'our', 'likeness', '.', 'And']","['let', 'them', 'have', 'dominion', 'over', 'the', 'fish', 'of', 'the', 'sea', 'and', 'over', 'the', 'birds', 'of', 'the', 'heavens', 'and', 'over', 'the']","['qlet', 'them', 'have', 'dominion', 'over', 'the', 'fish', 'of', 'the', 'sea', 'and', 'over', 'the', 'birds', 'of', 'the', 'heavens', 'and', 'over', 'the']",0.05,720,757
547,gpt-3.5-turbo,New Living Translation Bible,722,24,", the birds in the sky, the livestock, all the wild animals on the earth, and the small animals that scurry","[',', 'the', 'birds', 'in', 'the']","['sky', ',', 'the', 'fish', 'in', 'the', 'sea', ',', 'and', 'everything', 'that', 'swims', 'the', 'ocean', 'currents', '.', '""']","['sky', ',', 'the', 'livestock', ',', 'all', 'the', 'wild', 'animals', 'on', 'the', 'earth', ',', 'and', 'the', 'small', 'animals']",0.8235294117647058,721,742
721,gpt-3.5-turbo,Amplified Bible,724,25,"saw that it was good and He affirmed and sustained it. 
22And God blessed them, saying, “Be fruitful, multiply","['saw', 'that', 'it', 'was', 'good']","['""', 'And', 'God', 'saw', 'everything', 'that', 'He', 'had', 'made', ',', 'and', 'behold', ',', 'it', 'was', 'very', 'good', '.', '""', '-']","['and', 'He', 'affirmed', 'and', 'sustained', 'it', '.', '\n', '22And', 'God', 'blessed', 'them', ',', 'saying', ',', '“', 'Be', 'fruitful', ',', 'multiply']",0.95,723,747
746,gpt-3.5-turbo,Amplified Bible,724,28,"saw that it was good and He affirmed and sustained it. 
22And God blessed them, saying, “Be fruitful, multiply, and fill","['saw', 'that', 'it', 'was', 'good', 'and', 'He', 'affirmed', 'and']","['blessed', 'it', '.']","['sustained', 'it', '.']",0.3333333333333333,723,734
725,gpt-3.5-turbo,Amplified Bible,725,20,"that it was good and He affirmed and sustained it. 
22And God blessed them, saying, “","['that', 'it', 'was', 'good', 'and']","['that', 'it', 'was', 'good', 'and', 'acceptable', 'in', 'the', 'sight', 'of', 'God', 'our', 'Savior', '.']","['He', 'affirmed', 'and', 'sustained', 'it', '.', '\n', '22And', 'God', 'blessed', 'them', ',', 'saying', ',']",1.0,724,742
711,gpt-3.5-turbo,Amplified Bible,725,31,"that it was good and He affirmed and sustained it. 
22And God blessed them, saying, “Be fruitful, multiply, and fill the waters in the","['that', 'it', 'was', 'good', 'and', 'He', 'affirmed']","['that', 'it', 'was', 'good', 'and', 'He', 'affirmed', 'and', 'sustained', 'it', '[', 'making', 'it', 'complete', ']', ',']","['and', 'sustained', 'it', '.', '\n', '22And', 'God', 'blessed', 'them', ',', 'saying', ',', '“', 'Be', 'fruitful', ',']",0.9375,724,746
657,gpt-3.5-turbo,Amplified Bible,726,30,"it was good and He affirmed and sustained it. 
22And God blessed them, saying, “Be fruitful, multiply, and fill the waters in the","['it', 'was', 'good', 'and', 'He', 'affirmed', 'and', 'sustained', 'it', '.', '\n']","['""', 'God', 'saw', 'everything', 'that', 'He', 'had', 'made', ',', 'and', 'behold', ',', 'it', 'was', 'very', 'good', 'and', 'He', 'affirmed']","['22And', 'God', 'blessed', 'them', ',', 'saying', ',', '“', 'Be', 'fruitful', ',', 'multiply', ',', 'and', 'fill', 'the', 'waters', 'in', 'the']",0.9473684210526316,725,754
453,gpt-3.5-turbo,New Living Translation Bible,726,34,"the sky, the livestock, all the wild animals on the earth, and the small animals that scurry along the ground.”
27 So God created human beings in his","['the', 'sky', ',', 'the', 'livestock', ',', 'all', 'the', 'wild', 'animals', 'on', 'the', 'earth']","['""', 'Then', 'God', 'said', ',', ""'"", 'Let', 'us', 'make', 'human', 'beings', 'in', 'our', 'image', ',', 'to', 'be', 'like', 'us', '.', 'They']","[',', 'and', 'the', 'small', 'animals', 'that', 'scurry', 'along', 'the', 'ground', '.', '”', '\n', '27', 'So', 'God', 'created', 'human', 'beings', 'in', 'his']",1.0,725,758
660,gpt-3.5-turbo,Amplified Bible,726,23,"it was good and He affirmed and sustained it. 
22And God blessed them, saying, “Be fruitful, multiply","['it', 'was', 'good', 'and', 'He', 'affirmed', 'and', 'sustained', 'it', '.', '\n']","['""', 'God', 'saw', 'everything', 'that', 'He', 'had', 'made', ',', 'and', 'behold', ',']","['22And', 'God', 'blessed', 'them', ',', 'saying', ',', '“', 'Be', 'fruitful', ',', 'multiply']",0.9166666666666666,725,747
467,gpt-3.5-turbo,New Living Translation Bible,727,40,"sky, the livestock, all the wild animals on the earth, and the small animals that scurry along the ground.”
27 So God created human beings in his own image. In the image of","['sky', ',', 'the', 'livestock', ',', 'all']","['the', 'wild', 'animals', ',', 'and', 'all', 'the', 'creatures', 'that', 'scurry', 'along', 'the', 'ground', '.', '""']","['the', 'wild', 'animals', 'on', 'the', 'earth', ',', 'and', 'the', 'small', 'animals', 'that', 'scurry', 'along', 'the']",0.6,726,746
290,gpt-3.5-turbo,English Standard Bible,727,27,"us make man8 in our image, pafter our likeness. And qlet them have dominion over the fish of the sea and over the birds of","['us', 'make', 'man8', 'in', 'our', 'image', ',', 'pafter', 'our', 'likeness', '.']","['""', 'And', 'let', 'them', 'have', 'dominion', 'over', 'the', 'fish', 'of', 'the', 'sea', 'and', 'over', 'the', 'birds']","['And', 'qlet', 'them', 'have', 'dominion', 'over', 'the', 'fish', 'of', 'the', 'sea', 'and', 'over', 'the', 'birds', 'of']",0.1875,726,752
502,gpt-3.5-turbo,New Living Translation Bible,730,26,"livestock, all the wild animals on the earth, and the small animals that scurry along the ground.”
27 So God created","['livestock', ',', 'all', 'the', 'wild', 'animals']","['and', 'all', 'the', 'birds', 'in', 'the', 'sky', ',', 'all', 'the', 'creatures', 'that', 'move', 'along', 'the', 'ground', ',', 'and', 'all', 'the']","['on', 'the', 'earth', ',', 'and', 'the', 'small', 'animals', 'that', 'scurry', 'along', 'the', 'ground', '.', '”', '\n', '27', 'So', 'God', 'created']",0.85,729,754
445,gpt-3.5-turbo,New Living Translation Bible,730,39,"livestock, all the wild animals on the earth, and the small animals that scurry along the ground.”
27 So God created human beings in his own image. In the image of God he","['livestock', ',', 'all', 'the', 'wild']","['animals', ',', 'the', 'birds', 'in', 'the', 'sky', ',', 'the', 'small', 'animals', 'that', 'scurry', 'along', 'the', 'ground', ',', 'and', 'all', 'the', 'fish', 'in', 'the', 'sea', 'will', 'look', 'on', 'you', 'with', 'fear', 'and', 'terror', '.']","['animals', 'on', 'the', 'earth', ',', 'and', 'the', 'small', 'animals', 'that', 'scurry', 'along', 'the', 'ground', '.', '”', '\n', '27', 'So', 'God', 'created', 'human', 'beings', 'in', 'his', 'own', 'image', '.', 'In', 'the', 'image', 'of', 'God']",0.7575757575757576,729,766
